X_id,OFFENCE_YEAR,DIVISION,TICKET_TYPE,OFFENCE_CATEGORY,AGE_GROUP,HOOD_158,NEIGHBOURHOOD_158,TICKET_COUNT
23544,2018,D22,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,159,Etobicoke City Centre,142
23545,2022,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,101,Forest Hill South,4
23546,2020,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,99,Mount Pleasant East,13
23547,2016,D22,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,10,Princess-Rosethorn,16
23548,2022,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,4
23549,2018,D22,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,16,Stonegate-Queensway,76
23550,2023,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,41,Bridle Path-Sunnybrook-York Mills,9
23551,2014,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,98,Rosedale-Moore Park,16
23552,2019,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,95,Annex,12
23553,2021,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,41,Bridle Path-Sunnybrook-York Mills,5
23554,2019,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,101,Forest Hill South,3
23555,2018,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,98,Rosedale-Moore Park,45
23556,2014,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,97,Yonge-St.Clair,9
23557,2015,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,100,Yonge-Eglinton,12
23558,2014,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,103,Lawrence Park South,15
23559,2021,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,55,Thorncliffe Park,72
23560,2023,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,100,Yonge-Eglinton,15
23561,2020,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,103,Lawrence Park South,15
23562,2019,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,102,Forest Hill North,3
23563,2020,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,56,Leaside-Bennington,15
23564,2017,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,97,Yonge-St.Clair,12
23565,2020,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,100,Yonge-Eglinton,25
23566,2023,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,55,Thorncliffe Park,25
23567,2018,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,101,Forest Hill South,12
23568,2023,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,99,Mount Pleasant East,15
23569,2020,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,98,Rosedale-Moore Park,18
23570,2016,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,174,South Eglinton-Davisville,41
23571,2014,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,101,Forest Hill South,16
23572,2014,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,100,Yonge-Eglinton,6
23573,2017,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,103,Lawrence Park South,19
23574,2017,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,99,Mount Pleasant East,14
23575,2015,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,99,Mount Pleasant East,7
23576,2015,D53,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,79,University,3
23577,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,43,Victoria Village,10
23578,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,21
23579,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,47,Don Valley Village,41
23580,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,46,Pleasant View,19
23581,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,20
23582,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,46,Pleasant View,3
23583,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,13
23584,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,47,Don Valley Village,36
23585,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,48,Hillcrest Village,12
23586,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,23
23587,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,42,Banbury-Don Mills,66
23588,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,118,Tam O'Shanter-Sullivan,4
23589,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,118,Tam O'Shanter-Sullivan,12
23590,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,120,Clairlea-Birchmount,10
23591,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,150,Fenside-Parkwoods,23
23592,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,13
23593,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,16
23594,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,41,Bridle Path-Sunnybrook-York Mills,16
23595,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,48,Hillcrest Village,15
23596,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,7
23597,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,13
23598,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,44,Flemingdon Park,18
23599,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,116,Steeles,13
23600,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,6
23601,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,38
23602,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,150,Fenside-Parkwoods,16
23603,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,12
23604,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,43,Victoria Village,18
23605,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,55
23606,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,116,Steeles,3
23607,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,24
23608,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,48
23609,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,43,Victoria Village,19
23610,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,150,Fenside-Parkwoods,16
23611,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,4
23612,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,54
23613,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,44,Flemingdon Park,27
23614,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,118,Tam O'Shanter-Sullivan,3
23615,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,20
23616,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,4
23617,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,14
23618,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,46,Pleasant View,22
23619,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,47,Don Valley Village,53
23620,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,27
23621,2017,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,155,Downsview,13
23622,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,47,Don Valley Village,37
23623,2020,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,65,Greenwood-Coxwell,32
23624,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,48,Hillcrest Village,24
23625,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,118,Tam O'Shanter-Sullivan,12
23626,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,44,Flemingdon Park,50
23627,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,116,Steeles,7
23628,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,44,Flemingdon Park,14
23629,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,44
23630,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,16
23631,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,41
23632,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,43,Victoria Village,19
23633,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,5
23634,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,48,Hillcrest Village,37
23635,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,120,Clairlea-Birchmount,3
23636,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,46,Pleasant View,10
23637,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,7
23638,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,44
23639,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,15
23640,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,24
23641,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,48,Hillcrest Village,13
23642,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,150,Fenside-Parkwoods,7
23643,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,118,Tam O'Shanter-Sullivan,4
23644,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,6
23645,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,47,Don Valley Village,42
23646,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,25
23647,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,11
23648,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,48,Hillcrest Village,25
23649,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,15
23650,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,66
23651,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,41,Bridle Path-Sunnybrook-York Mills,4
23652,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,149,Parkwoods-O'Connor Hills,20
23653,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,118,Tam O'Shanter-Sullivan,7
23654,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,32,Englemount-Lawrence,33
23655,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,44,Flemingdon Park,6
23656,2023,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,27,York University Heights,31
23657,2023,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,35,Westminster-Branson,12
23658,2021,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,32,Englemount-Lawrence,15
23659,2019,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,68,North Riverdale,23
23660,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,76
23661,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,50,Newtonbrook East,29
23662,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,32,Englemount-Lawrence,19
23663,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,34,Bathurst Manor,42
23664,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,47,Don Valley Village,23
23665,2017,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,45
23666,2018,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,65,Greenwood-Coxwell,59
23667,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,116,Steeles,5
23668,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,150,Fenside-Parkwoods,15
23669,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,12
23670,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,18
23671,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,48,Hillcrest Village,23
23672,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,43,Victoria Village,10
23673,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,17
23674,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,13
23675,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,116,Steeles,12
23676,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,8
23677,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,46,Pleasant View,3
23678,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,150,Fenside-Parkwoods,30
23679,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,46,Pleasant View,20
23680,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,69
23681,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,118,Tam O'Shanter-Sullivan,9
23682,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,76
23683,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,5
23684,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,32
23685,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,42,Banbury-Don Mills,129
23686,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,43,Victoria Village,21
23687,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,44,Flemingdon Park,16
23688,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,18
23689,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,17
23690,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,42,Banbury-Don Mills,76
23691,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,9
23692,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,27
23693,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,46,Pleasant View,25
23694,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,147,L'Amoreaux West,13
23695,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,120,Clairlea-Birchmount,6
23696,2015,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,22
23697,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,47,Don Valley Village,16
23698,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,120,Clairlea-Birchmount,4
23699,2017,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,150,Fenside-Parkwoods,24
23700,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,48,Hillcrest Village,17
23701,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,42,Banbury-Don Mills,69
23702,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,46,Pleasant View,15
23703,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,5
23704,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,24
23705,2020,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,25
23706,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,53,Henry Farm,21
23707,2018,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,5
23708,2022,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,42,Banbury-Don Mills,65
23709,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,23
23710,2014,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,42,Banbury-Don Mills,35
23711,2016,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,42,Banbury-Don Mills,69
23712,2023,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,25
23713,2021,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,119,Wexford/Maryvale,26
23714,2019,D33,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,44,Flemingdon Park,6
23715,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,105,Lawrence Park North,8
23716,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,31,Yorkdale-Glen Park,35
23717,2017,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,35,Westminster-Branson,21
23718,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,105,Lawrence Park North,4
23719,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,155,Downsview,9
23720,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,155,Downsview,5
23721,2017,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,31,Yorkdale-Glen Park,136
23722,2014,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,61,Taylor-Massey,41
23723,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,32,Englemount-Lawrence,25
23724,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,30
23725,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,31,Yorkdale-Glen Park,40
23726,2023,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,66,Danforth,23
23727,2021,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,31,Yorkdale-Glen Park,32
23728,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,37,Willowdale West,27
23729,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,28
23730,2021,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,105,Lawrence Park North,5
23731,2016,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,70,South Riverdale,87
23732,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,151,Yonge-Doris,59
23733,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,22
23734,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,152,East Willowdale,19
23735,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,105,Lawrence Park North,8
23736,2014,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,120,Clairlea-Birchmount,11
23737,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,31,Yorkdale-Glen Park,89
23738,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,33,Clanton Park,56
23739,2014,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,105,Lawrence Park North,8
23740,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,37,Willowdale West,39
23741,2023,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,65,Greenwood-Coxwell,8
23742,2017,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,153,Avondale,63
23743,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,5
23744,2014,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,50,Newtonbrook East,29
23745,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,155,Downsview,7
23746,2017,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,67,Playter Estates-Danforth,14
23747,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,33,Clanton Park,32
23748,2023,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,31,Yorkdale-Glen Park,34
23749,2017,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,41,Bridle Path-Sunnybrook-York Mills,3
23750,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,38,Lansing-Westgate,26
23751,2020,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,61,Taylor-Massey,13
23752,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,32
23753,2023,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,42
23754,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,36,Newtonbrook West,23
23755,2014,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,7
23756,2021,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,37,Willowdale West,9
23757,2021,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,36,Newtonbrook West,35
23758,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,20
23759,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,37,Willowdale West,43
23760,2023,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,153,Avondale,15
23761,2014,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,27,York University Heights,14
23762,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,35,Westminster-Branson,14
23763,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,3
23764,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,34,Bathurst Manor,32
23765,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,33,Clanton Park,102
23766,2014,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,38,Lansing-Westgate,45
23767,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,14
23768,2023,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,40,St.Andrew-Windfields,22
23769,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,153,Avondale,17
23770,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,38,Lansing-Westgate,78
23771,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,151,Yonge-Doris,106
23772,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,35,Westminster-Branson,16
23773,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,50,Newtonbrook East,75
23774,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,35,Westminster-Branson,38
23775,2021,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,39,Bedford Park-Nortown,24
23776,2021,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,33,Clanton Park,73
23777,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,49,Bayview Woods-Steeles,9
23778,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,42,Banbury-Don Mills,3
23779,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,35,Westminster-Branson,8
23780,2014,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,32,Englemount-Lawrence,28
23781,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,38,Lansing-Westgate,68
23782,2014,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,155,Downsview,7
23783,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,31,Yorkdale-Glen Park,71
23784,2023,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,50,Newtonbrook East,40
23785,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,41,Bridle Path-Sunnybrook-York Mills,7
23786,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,152,East Willowdale,25
23787,2023,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,37,Willowdale West,31
23788,2020,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,52,Bayview Village,9
23789,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,37,Willowdale West,29
23790,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,33,Clanton Park,86
23791,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,151,Yonge-Doris,106
23792,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,27,York University Heights,15
23793,2017,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,152,East Willowdale,21
23794,2014,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,152,East Willowdale,14
23795,2017,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,27,York University Heights,64
23796,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,34,Bathurst Manor,40
23797,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,153,Avondale,39
23798,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,151,Yonge-Doris,80
23799,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,34,Bathurst Manor,42
23800,2016,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,60,Woodbine-Lumsden,24
23801,2018,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,151,Yonge-Doris,119
23802,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,155,Downsview,7
23803,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,50,Newtonbrook East,57
23804,2021,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,59,Danforth East York,11
23805,2021,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,41,Bridle Path-Sunnybrook-York Mills,9
23806,2016,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,33,Clanton Park,72
23807,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,27,York University Heights,19
23808,2018,D55,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,57,Broadview North,22
23809,2019,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,152,East Willowdale,34
23810,2022,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,37,Willowdale West,27
23811,2015,D32,Prov Offence Summons Part Iii Form 104,Other HTA,Adult,152,East Willowdale,19
